@relation Mushroom-new
@attribute cap-shape {c,b,f,k,s,x}
@attribute cap-surface {y,s,g,f}
@attribute cap-color {c,b,e,g,n,p,r,u,w,y}
@attribute odor {a,c,f,m,l,n,p,s,y}
@attribute gill-attachment {a,f}
@attribute gill-spacing {c,w}
@attribute stalk-root {r,c,b,e,?}
@attribute population {a,c,n,s,v,y}
@attribute habitat {d,g,m,l,p,u,w}
@attribute class {p,e}
@data
f,y,n,n,f,c,?,c,w,e
f,y,g,f,f,c,b,v,g,p
k,f,n,n,f,c,?,v,d,p
f,f,g,f,f,c,b,v,d,p
f,f,y,f,f,c,b,v,p,p
x,y,n,s,f,c,?,v,p,p
f,f,g,f,f,c,b,v,d,p
f,f,g,f,f,c,b,y,p,p
f,s,w,f,f,c,b,v,g,p
f,f,y,f,f,c,b,v,d,p
x,y,g,f,f,c,b,y,g,p
x,f,y,f,f,c,b,y,g,p
x,y,e,n,f,c,?,c,w,e
f,y,y,f,f,c,b,v,d,p
b,f,y,n,f,c,?,v,d,p
f,y,y,f,f,c,b,v,d,p
x,s,g,f,f,c,b,s,u,p
f,y,y,f,f,c,b,v,d,p
f,f,y,f,f,c,b,v,g,p
k,y,e,n,f,c,?,c,w,e
f,f,y,f,f,c,b,v,p,p
f,f,y,f,f,c,b,v,p,p
k,y,n,n,f,w,b,v,l,e
x,s,w,c,f,c,b,v,d,p
x,f,y,f,f,c,b,y,g,p
x,f,y,f,f,c,b,v,p,p
x,f,y,f,f,c,b,y,d,p
f,y,y,f,f,c,b,v,p,p
b,s,b,n,f,c,b,v,g,p
x,s,w,f,f,c,b,v,g,p
f,y,e,n,f,c,b,y,d,e
b,s,w,n,f,c,b,v,m,p
f,y,p,n,f,c,?,c,w,e
x,s,w,f,f,c,b,v,g,p
k,y,n,n,f,c,?,c,w,e
x,y,y,f,f,c,b,y,p,p
f,s,b,f,f,c,b,v,u,p
f,y,g,f,f,c,b,v,d,p
x,y,y,f,f,c,b,v,d,p
x,y,g,f,f,c,b,v,d,p
x,f,y,f,f,c,b,y,p,p
x,y,y,f,f,c,b,v,d,p
x,y,y,f,f,c,b,y,d,p
x,f,y,f,f,c,b,y,p,p
x,y,g,f,f,c,b,y,p,p
f,f,g,f,f,c,b,v,p,p
k,s,e,n,f,c,?,c,w,e
f,y,n,n,f,c,?,c,w,e
f,s,b,n,f,c,?,c,w,e
x,y,y,f,f,c,b,v,d,p
f,f,g,n,f,c,b,v,d,e
f,f,y,f,f,c,b,y,p,p
f,y,g,f,f,c,b,y,g,p
x,s,g,f,f,c,b,v,g,p
f,f,g,f,f,c,b,v,p,p
x,f,y,f,f,c,b,y,d,p
f,f,y,f,f,c,b,v,g,p
x,y,n,f,f,c,?,v,l,p
f,f,g,f,f,c,b,v,p,p
f,y,n,n,f,c,?,c,w,e
f,y,e,n,f,c,b,v,d,e
f,y,g,f,f,c,b,y,g,p
x,y,y,f,f,c,b,v,p,p
f,f,g,f,f,c,b,y,d,p
f,f,e,n,f,c,b,v,d,e
x,y,y,f,f,c,b,v,p,p
f,f,y,f,f,c,b,y,p,p
f,f,g,f,f,c,b,v,p,p
f,y,y,f,f,c,b,y,d,p
x,y,g,f,f,c,b,v,d,p
b,y,w,n,f,c,b,v,m,p
f,f,y,f,f,c,b,y,p,p
x,y,n,f,f,c,?,v,d,p
f,f,g,f,f,c,b,y,g,p
x,y,y,f,f,c,b,v,g,p
f,y,y,f,f,c,b,y,p,p
f,y,p,n,f,c,?,c,w,e
x,s,w,f,f,c,b,s,g,p
f,y,g,f,f,c,b,y,g,p
x,y,g,f,f,c,b,v,p,p
x,f,y,f,f,c,b,v,g,p
f,s,b,f,f,c,b,s,u,p
x,f,g,c,f,c,b,v,d,p
x,f,y,f,f,c,b,y,p,p
f,y,g,f,f,c,b,y,g,p
f,y,y,f,f,c,b,y,p,p
x,y,r,n,f,c,?,y,d,e
f,y,w,n,f,c,?,v,d,e
x,f,y,f,f,c,b,v,d,p
f,y,y,f,f,c,b,y,p,p
f,y,y,f,f,c,b,y,g,p
x,y,e,y,f,c,?,v,p,p
x,y,e,y,f,c,?,v,l,p
x,y,g,f,f,c,b,y,d,p
x,y,y,f,f,c,b,v,g,p
f,f,g,f,f,c,b,y,d,p
x,y,g,f,f,c,b,y,g,p
x,y,y,f,f,c,b,v,d,p
f,f,y,f,f,c,b,y,p,p
f,s,e,n,f,c,?,c,w,e
f,f,y,f,f,c,b,y,p,p
x,y,y,f,f,c,b,y,p,p
f,s,g,f,f,c,b,s,g,p
f,f,y,f,f,c,b,v,g,p
x,y,y,f,f,c,b,y,d,p
x,f,y,f,f,c,b,y,p,p
x,s,g,f,f,c,b,v,u,p
f,y,g,f,f,c,b,y,g,p
f,f,g,f,f,c,b,v,g,p
x,s,w,c,f,c,b,v,d,p
f,y,g,f,f,c,b,y,p,p
f,y,e,n,f,c,b,y,d,e
x,f,y,f,f,c,b,y,g,p
x,y,y,f,f,c,b,y,p,p
k,s,b,n,f,c,?,c,w,e
f,f,y,f,f,c,b,v,g,p
f,f,y,f,f,c,b,v,d,p
x,y,y,f,f,c,b,y,g,p
x,f,n,n,f,w,b,v,l,e
x,y,e,n,f,c,?,c,w,e
x,y,g,f,f,c,b,v,p,p
x,f,y,f,f,c,b,v,g,p
f,s,g,f,f,c,b,v,g,p
x,y,y,f,f,c,b,y,g,p
f,y,g,f,f,c,b,v,p,p
x,y,g,f,f,c,b,v,g,p
x,y,n,s,f,c,?,v,p,p
k,s,b,n,f,c,?,c,w,e
f,f,y,f,f,c,b,y,d,p
x,f,g,f,f,c,b,v,p,p
f,y,g,f,f,c,b,y,p,p
x,f,y,f,f,c,b,v,d,p
f,y,y,f,f,c,b,v,g,p
k,s,p,n,f,c,?,c,w,e
f,y,n,n,f,c,?,v,d,p
x,y,g,f,f,c,b,y,d,p
x,f,y,f,f,c,b,y,d,p
x,y,g,f,f,c,b,v,p,p
f,s,b,f,f,c,b,v,u,p
f,s,b,n,f,c,?,c,w,e
f,s,w,f,f,c,b,s,u,p
f,y,g,f,f,c,b,y,p,p
x,f,y,f,f,c,b,v,p,p
f,y,g,f,f,c,b,v,p,p
f,y,y,f,f,c,b,y,g,p
f,f,y,f,f,c,b,v,d,p
x,s,b,f,f,c,b,v,u,p
f,f,g,f,f,c,b,y,p,p
x,y,g,f,f,c,b,y,d,p
f,f,y,f,f,c,b,y,g,p
f,y,y,f,f,c,b,y,d,p
f,s,g,f,f,c,b,s,u,p
f,s,b,n,f,c,?,c,w,e
x,s,p,n,f,c,?,c,w,e
k,s,n,n,f,c,?,c,w,e
f,y,p,n,f,c,b,v,g,p
f,y,g,f,f,c,b,v,p,p
x,y,y,f,f,c,b,v,p,p
f,f,g,f,f,c,b,v,g,p
f,f,g,f,f,c,b,y,d,p
x,f,y,f,f,c,b,y,p,p
f,f,g,f,f,c,b,v,d,p
f,y,g,f,f,c,b,y,d,p
f,y,y,f,f,c,b,v,d,p
f,f,y,f,f,c,b,v,g,p
f,y,y,f,f,c,b,y,g,p
x,y,y,f,f,c,b,v,d,p
x,y,y,f,f,c,b,y,p,p
f,y,g,f,f,c,b,v,g,p
f,f,g,f,f,c,b,y,d,p
x,y,y,f,f,c,b,v,p,p
x,y,y,f,f,c,b,y,p,p
f,y,u,n,f,c,?,y,d,e
f,f,g,f,f,c,b,v,g,p
x,y,n,y,f,c,?,v,l,p
x,y,y,f,f,c,b,v,g,p
x,y,y,f,f,c,b,y,p,p
x,y,g,f,f,c,b,v,g,p
f,f,y,f,f,c,b,v,d,p
x,f,y,f,f,c,b,y,d,p
x,y,g,f,f,c,b,v,p,p
f,s,b,n,f,c,?,c,w,e
f,f,g,f,f,c,b,y,p,p
f,y,y,f,f,c,b,v,d,p
x,s,n,n,f,c,?,c,w,e
f,f,g,f,f,c,b,y,p,p
x,y,g,f,f,c,b,v,d,p
x,y,n,f,f,c,?,v,p,p
f,f,y,f,f,c,b,v,d,p
x,y,n,n,f,c,?,v,d,p
b,s,b,n,f,c,b,v,g,p
f,f,y,f,f,c,b,v,d,p
f,y,g,f,f,c,b,y,d,p
f,y,u,n,f,c,?,y,d,e
x,f,y,f,f,c,b,v,g,p
f,y,y,f,f,c,b,y,g,p
f,f,y,f,f,c,b,y,g,p
x,y,y,f,f,c,b,y,d,p
x,y,e,n,f,c,?,c,w,e
f,f,g,f,f,c,b,v,g,p
x,y,y,f,f,c,b,v,g,p
x,y,y,f,f,c,b,v,p,p
f,y,g,f,f,c,b,v,p,p
k,s,b,n,f,c,?,c,w,e
f,y,y,f,f,c,b,y,d,p
x,y,g,f,f,c,b,v,p,p
x,f,y,f,f,c,b,v,d,p
f,f,y,f,f,c,b,v,p,p
f,s,w,f,f,c,b,v,u,p
x,s,g,c,f,c,b,v,d,p
f,y,y,f,f,c,b,y,d,p
f,y,u,n,f,c,?,v,d,e
x,f,y,f,f,c,b,y,d,p
f,y,g,f,f,c,b,y,d,p
x,f,y,f,f,c,b,v,g,p
x,f,y,f,f,c,b,v,p,p
x,s,g,f,f,c,b,s,u,p
f,y,g,f,f,c,b,y,d,p
f,f,y,f,f,c,b,y,p,p
f,f,y,f,f,c,b,y,d,p
x,y,g,f,f,c,b,v,d,p
x,y,g,f,f,c,b,v,g,p
x,y,g,f,f,c,b,y,d,p
x,f,g,f,f,c,b,y,g,p
x,y,y,f,f,c,b,y,p,p
f,f,g,f,f,c,b,v,g,p
f,f,y,f,f,c,b,y,d,p
x,y,g,f,f,c,b,y,p,p
f,f,y,f,f,c,b,v,p,p
x,y,n,s,f,c,?,v,l,p
x,f,y,f,f,c,b,y,p,p
x,y,y,f,f,c,b,v,p,p
f,s,b,f,f,c,b,v,g,p
f,f,g,f,f,c,b,v,d,p
f,y,y,f,f,c,b,y,p,p
x,f,y,f,f,c,b,y,p,p
f,f,g,f,f,c,b,v,d,p
x,y,y,f,f,c,b,y,d,p
x,y,g,f,f,c,b,v,d,p
x,y,e,y,f,c,?,v,l,p
k,y,b,n,f,c,?,c,w,e
f,y,b,n,f,c,?,c,w,e
x,y,g,f,f,c,b,y,d,p
f,f,y,f,f,c,b,y,p,p
x,y,g,f,f,c,b,y,g,p
f,y,g,f,f,c,b,y,g,p
x,s,b,f,f,c,b,s,u,p
f,y,y,f,f,c,b,v,p,p
x,s,w,f,f,c,b,s,u,p
x,f,y,f,f,c,b,v,p,p
x,y,g,f,f,c,b,y,p,p
x,s,w,f,f,c,b,s,u,p
f,s,b,f,f,c,b,s,g,p
x,s,w,f,f,c,b,s,u,p
f,f,y,f,f,c,b,y,d,p
f,y,g,f,f,c,b,y,p,p
x,f,y,f,f,c,b,v,g,p
f,f,g,f,f,c,b,v,p,p
x,y,w,n,f,c,?,y,d,e
x,s,e,n,f,c,?,c,w,e
x,y,g,f,f,c,b,v,g,p
f,f,g,f,f,c,b,v,g,p
x,y,n,y,f,c,?,v,l,p
x,y,g,f,f,c,b,v,p,p
f,f,g,f,f,c,b,y,p,p
f,f,y,f,f,c,b,v,p,p
f,f,y,f,f,c,b,y,d,p
f,f,e,n,f,c,b,y,d,e
x,y,y,f,f,c,b,y,g,p
f,y,y,f,f,c,b,v,d,p
f,f,g,f,f,c,b,v,p,p
x,y,y,f,f,c,b,y,g,p
x,f,y,f,f,c,b,y,p,p
k,f,y,n,f,c,?,v,d,p
f,f,y,f,f,c,b,y,g,p
k,f,c,n,f,w,b,v,l,e
f,f,g,f,f,c,b,v,p,p
f,y,y,f,f,c,b,y,p,p
x,y,g,f,f,c,b,v,d,p
x,y,g,f,f,c,b,v,p,p
f,f,y,f,f,c,b,v,g,p
f,y,y,f,f,c,b,v,d,p
x,f,y,f,f,c,b,y,d,p
f,f,y,f,f,c,b,v,p,p
x,y,y,f,f,c,b,y,d,p
b,y,p,n,f,c,b,v,g,p
k,y,p,n,f,c,?,c,w,e
x,y,y,f,f,c,b,v,p,p
x,f,y,f,f,c,b,v,g,p
k,y,b,n,f,c,?,c,w,e
f,y,y,f,f,c,b,y,d,p
x,s,w,f,f,c,b,s,u,p
x,y,n,s,f,c,?,v,p,p
x,y,n,y,f,c,?,v,d,p
x,y,e,y,f,c,?,v,p,p
f,g,w,n,f,w,b,c,l,p
x,s,g,f,f,c,b,v,u,p
f,y,c,n,f,w,b,v,l,e
x,y,g,f,f,c,b,y,g,p
f,y,y,f,f,c,b,v,d,p
f,y,y,f,f,c,b,y,p,p
f,y,p,n,f,c,?,c,w,e
x,s,b,f,f,c,b,v,g,p
x,s,g,f,f,c,b,s,g,p
x,y,e,y,f,c,?,v,p,p
k,y,c,n,f,w,b,v,l,e
x,s,w,f,f,c,b,s,u,p
x,s,w,f,f,c,b,v,g,p
f,s,b,f,f,c,b,v,u,p
f,s,b,f,f,c,b,v,g,p
k,y,c,n,f,w,b,v,l,e
x,y,g,f,f,c,b,v,d,p
f,s,w,f,f,c,b,v,g,p
f,s,g,f,f,c,b,s,u,p
c,g,w,n,f,w,b,c,l,p
x,s,g,f,f,c,b,s,u,p
b,g,w,n,f,w,b,c,l,p
x,s,b,f,f,c,b,v,g,p
f,s,w,f,f,c,b,s,u,p
b,f,y,n,f,c,?,v,d,p
x,y,n,s,f,c,?,v,d,p
x,y,n,y,f,c,?,v,d,p
k,s,n,n,f,c,?,c,w,e
k,y,b,n,f,c,?,c,w,e
f,s,w,f,f,c,b,v,g,p
f,s,b,n,f,c,b,v,m,p
f,y,y,f,f,c,b,y,p,p
x,y,g,f,f,c,b,y,g,p
f,s,b,n,f,c,b,v,g,p
x,y,n,f,f,c,?,v,p,p
x,y,e,y,f,c,?,v,p,p
f,f,g,f,f,c,b,y,d,p
x,s,e,n,f,c,?,c,w,e
x,y,n,f,f,c,?,v,l,p
x,f,y,f,f,c,b,y,g,p
x,y,n,y,f,c,?,v,d,p
f,f,n,n,f,w,b,v,l,e
x,y,n,f,f,c,?,v,p,p
x,s,b,n,f,c,?,c,w,e
f,y,n,n,f,c,?,c,w,e
f,y,y,f,f,c,b,y,p,p
f,y,b,n,f,c,b,v,m,p
x,y,n,n,f,c,?,v,d,p
x,y,n,y,f,c,?,v,l,p
x,s,b,f,f,c,b,s,g,p
x,s,b,f,f,c,b,v,g,p
f,y,y,f,f,c,b,y,p,p
f,s,g,f,f,c,b,v,g,p
x,y,n,f,f,c,?,v,l,p
x,s,b,f,f,c,b,v,g,p
f,f,n,n,f,c,?,v,d,p
x,y,e,n,f,c,?,c,w,e
f,s,b,f,f,c,b,s,g,p
f,s,w,f,f,c,b,s,g,p
k,y,e,n,f,c,?,c,w,e
x,f,y,f,f,c,b,y,p,p
x,f,n,n,f,c,?,v,d,p
x,y,n,n,f,c,?,c,w,e
x,y,g,f,f,c,b,y,g,p
f,s,b,f,f,c,b,v,g,p
f,s,b,f,f,c,b,s,g,p
f,y,y,f,f,c,b,v,g,p
f,y,y,f,f,c,b,v,d,p
x,s,p,n,f,c,?,c,w,e
f,s,p,n,f,c,?,c,w,e
b,y,w,n,f,c,b,v,g,p
x,y,c,n,f,w,b,v,l,e
f,s,n,n,f,c,?,c,w,e
x,s,b,f,f,c,b,v,u,p
x,s,g,f,f,c,b,v,g,p
f,y,y,f,f,c,b,y,d,p
x,s,b,f,f,c,b,v,u,p
x,s,w,f,f,c,b,s,g,p
f,y,c,n,f,w,b,v,l,e
x,y,e,y,f,c,?,v,d,p
f,f,y,f,f,c,b,y,d,p
x,y,w,n,f,c,?,v,d,e
x,y,y,f,f,c,b,v,p,p
f,y,p,n,f,c,b,v,g,p
f,s,g,f,f,c,b,v,u,p
x,y,n,s,f,c,?,v,d,p
k,s,p,n,f,c,?,c,w,e
x,y,n,f,f,c,?,v,l,p
x,y,g,f,f,c,b,v,p,p
f,s,b,f,f,c,b,s,u,p
k,y,p,n,f,c,?,c,w,e
x,f,y,f,f,c,b,v,p,p
f,y,g,f,f,c,b,v,g,p
f,f,g,f,f,c,b,y,d,p
x,s,b,f,f,c,b,s,g,p
x,y,n,f,f,c,?,v,p,p
x,y,y,f,f,c,b,v,d,p
f,f,y,f,f,c,b,v,d,p
f,f,n,n,f,c,?,v,d,p
k,s,b,n,f,c,?,c,w,e
f,y,y,f,f,c,b,v,g,p
x,y,e,y,f,c,?,v,l,p
x,s,g,f,f,c,b,s,u,p
f,s,n,n,f,c,?,c,w,e
x,y,g,f,f,c,b,v,p,p
x,y,n,y,f,c,?,v,d,p
x,s,g,f,f,c,b,v,u,p
x,s,g,f,f,c,b,v,g,p
f,y,p,n,f,c,b,v,m,p
k,y,b,n,f,c,?,c,w,e
x,s,w,f,f,c,b,v,u,p
x,y,n,y,f,c,?,v,d,p
k,y,n,n,f,c,?,c,w,e
f,y,y,f,f,c,b,y,d,p
x,y,p,n,f,c,?,c,w,e
f,s,g,f,f,c,b,s,u,p
x,s,p,n,f,c,?,c,w,e
b,y,n,n,f,c,?,v,d,p
f,s,b,f,f,c,b,v,g,p
x,y,n,f,f,c,?,v,p,p
x,y,n,f,f,c,?,v,d,p
x,s,b,f,f,c,b,s,u,p
x,y,n,f,f,c,?,v,l,p
k,y,p,n,f,c,?,c,w,e
k,f,c,n,f,w,b,v,l,e
x,y,y,f,f,c,b,v,g,p
x,s,n,n,f,c,?,c,w,e
f,f,g,f,f,c,b,y,p,p
f,y,y,f,f,c,b,v,d,p
f,s,g,f,f,c,b,v,u,p
k,y,w,n,f,w,b,c,l,p
k,f,n,n,f,w,b,v,l,e
k,f,y,n,f,c,?,v,d,p
f,s,w,f,f,c,b,s,g,p
f,y,y,n,f,c,?,v,d,p
f,y,y,f,f,c,b,v,d,p
k,s,b,n,f,c,?,c,w,e
f,y,y,f,f,c,b,v,p,p
x,y,n,y,f,c,?,v,p,p
x,y,y,f,f,c,b,y,d,p
x,y,y,f,f,c,b,v,p,p
b,y,w,n,f,c,b,v,g,p
f,y,y,f,f,c,b,y,g,p
x,s,w,f,f,c,b,v,g,p
x,s,b,f,f,c,b,v,g,p
k,y,b,n,f,c,?,c,w,e
f,y,y,f,f,c,b,v,p,p
x,s,b,f,f,c,b,s,g,p
b,y,b,n,f,c,b,v,m,p
x,s,w,f,f,c,b,v,g,p
k,s,n,n,f,c,?,c,w,e
f,s,g,f,f,c,b,s,u,p
x,f,y,n,f,c,?,v,d,p
f,s,g,f,f,c,b,v,g,p
f,y,y,f,f,c,b,y,d,p
k,y,n,n,f,c,?,v,d,p
f,s,b,f,f,c,b,s,u,p
f,s,e,n,f,c,?,c,w,e
x,y,n,f,f,c,?,v,d,p
x,y,n,y,f,c,?,v,d,p
x,y,n,y,f,c,?,v,l,p
x,s,w,f,f,c,b,v,u,p
k,s,n,n,f,c,?,c,w,e
f,y,g,f,f,c,b,y,g,p
x,s,b,n,f,c,?,c,w,e
f,s,w,f,f,c,b,s,u,p
k,f,n,n,f,w,b,v,l,e
x,y,n,s,f,c,?,v,l,p
f,s,w,f,f,c,b,v,g,p
x,s,g,f,f,c,b,v,u,p
k,y,y,n,f,c,?,v,d,p
f,s,w,n,f,c,b,v,m,p
f,f,y,f,f,c,b,y,p,p
k,y,p,n,f,c,?,c,w,e
f,y,w,n,f,w,b,c,l,p
f,s,b,f,f,c,b,v,u,p
f,y,w,n,f,c,?,y,d,e
x,y,r,n,f,c,?,v,d,e
x,s,b,n,f,c,?,c,w,e
f,s,g,f,f,c,b,v,g,p
x,y,e,y,f,c,?,v,d,p
f,y,y,f,f,c,b,y,p,p
f,s,g,f,f,c,b,s,g,p
f,s,b,f,f,c,b,s,g,p
f,s,e,n,f,c,?,c,w,e
x,y,e,y,f,c,?,v,d,p
f,f,g,f,f,c,b,y,g,p
f,y,y,f,f,c,b,y,d,p
x,s,n,n,f,c,?,c,w,e
f,s,g,f,f,c,b,s,g,p
x,y,n,s,f,c,?,v,l,p
f,s,w,f,f,c,b,s,g,p
x,f,c,n,f,w,b,v,l,e
f,s,g,f,f,c,b,v,g,p
f,f,g,f,f,c,b,v,p,p
x,y,r,n,f,c,?,y,d,e
x,f,y,f,f,c,b,v,p,p
x,y,n,f,f,c,?,v,l,p
x,y,n,s,f,c,?,v,l,p
f,y,e,n,f,c,?,c,w,e
x,s,g,f,f,c,b,v,u,p
k,y,n,n,f,c,?,c,w,e
f,y,e,n,f,c,?,c,w,e
x,y,n,f,f,c,?,v,p,p
b,y,n,n,f,c,?,v,d,p
x,y,n,s,f,c,?,v,p,p
f,y,b,n,f,c,?,c,w,e
x,s,w,f,f,c,b,v,g,p
f,y,y,f,f,c,b,v,g,p
f,y,n,n,f,c,?,c,w,e
b,y,w,n,f,c,b,v,m,p
x,y,n,n,f,w,b,v,l,e
f,y,y,f,f,c,b,v,p,p
x,s,b,f,f,c,b,s,g,p
x,y,n,s,f,c,?,v,l,p
x,s,g,f,f,c,b,s,u,p
f,s,g,f,f,c,b,s,u,p
x,y,n,f,f,c,?,v,p,p
f,y,w,n,f,c,?,v,d,e
x,y,n,s,f,c,?,v,l,p
f,f,g,f,f,c,b,v,g,p
x,y,e,y,f,c,?,v,l,p
x,s,w,f,f,c,b,v,g,p
f,y,g,f,f,c,b,v,d,p
x,s,w,f,f,c,b,s,u,p
k,y,y,n,f,c,?,v,d,p
f,s,w,f,f,c,b,v,u,p
f,s,g,f,f,c,b,v,u,p
x,y,c,n,f,w,b,v,l,e
x,s,w,f,f,c,b,v,u,p
x,y,n,s,f,c,?,v,p,p
f,y,p,n,f,c,b,v,g,p
f,y,y,f,f,c,b,y,p,p
x,s,p,n,f,c,?,c,w,e
f,y,b,n,f,c,b,v,g,p
x,f,y,n,f,c,?,v,d,p
f,y,y,f,f,c,b,y,p,p
f,f,n,n,f,w,b,v,l,e
x,f,n,n,f,w,b,v,l,e
x,y,n,y,f,c,?,v,l,p
f,s,g,f,f,c,b,v,u,p
x,s,b,f,f,c,b,s,u,p
f,s,g,f,f,c,b,v,g,p
x,s,b,f,f,c,b,s,g,p
x,y,r,n,f,c,?,v,d,e
f,y,y,f,f,c,b,y,d,p
f,s,g,f,f,c,b,s,u,p
x,y,n,f,f,c,?,v,p,p
f,y,y,f,f,c,b,y,g,p
f,s,w,f,f,c,b,v,u,p
x,s,w,f,f,c,b,s,u,p
f,y,g,f,f,c,b,y,p,p
f,y,y,f,f,c,b,y,p,p
x,y,n,f,f,c,?,v,d,p
x,y,y,n,f,c,?,v,d,p
f,s,n,n,f,c,?,c,w,e
f,y,y,f,f,c,b,y,d,p
f,s,g,f,f,c,b,s,u,p
x,y,n,y,f,c,?,v,l,p
f,y,y,f,f,c,b,v,d,p
f,y,y,f,f,c,b,y,d,p
f,s,w,f,f,c,b,s,u,p
f,s,p,n,f,c,b,v,m,p
f,y,y,f,f,c,b,y,g,p
k,s,p,n,f,c,?,c,w,e
x,s,b,f,f,c,b,s,g,p
x,s,w,f,f,c,b,s,g,p
x,s,w,f,f,c,b,s,g,p
x,y,n,f,f,c,?,v,d,p
b,y,p,n,f,c,b,v,m,p
x,s,b,f,f,c,b,s,u,p
x,y,p,n,f,c,?,c,w,e
x,y,n,s,f,c,?,v,p,p
x,y,y,f,f,c,b,v,p,p
x,s,w,f,f,c,b,v,u,p
f,y,b,n,f,c,?,c,w,e
f,s,b,f,f,c,b,v,u,p
x,f,c,n,f,w,b,v,l,e
f,s,p,n,f,c,?,c,w,e
x,y,n,n,f,w,b,v,l,e
f,s,p,n,f,c,?,c,w,e
f,s,g,f,f,c,b,v,u,p
k,s,e,n,f,c,?,c,w,e
k,y,e,n,f,c,?,c,w,e
f,s,w,f,f,c,b,v,g,p
k,s,b,n,f,c,?,c,w,e
x,s,b,f,f,c,b,v,g,p
b,y,y,n,f,c,?,v,d,p
x,s,w,f,f,c,b,s,u,p
x,f,y,f,f,c,b,v,g,p
f,y,y,f,f,c,b,y,p,p
b,f,n,n,f,c,?,v,d,p
f,y,y,f,f,c,b,y,p,p
f,y,y,f,f,c,b,v,p,p
f,y,c,n,f,w,b,v,l,e
x,y,e,y,f,c,?,v,d,p
f,s,w,f,f,c,b,s,g,p
x,y,n,f,f,c,?,v,p,p
b,y,p,n,f,c,b,v,g,p
f,y,y,f,f,c,b,y,d,p
x,s,b,f,f,c,b,s,g,p
f,y,y,f,f,c,b,v,p,p
f,s,b,f,f,c,b,s,g,p
f,s,b,f,f,c,b,s,u,p
x,y,n,y,f,c,?,v,p,p
f,y,y,f,f,c,b,v,p,p
x,s,n,n,f,c,?,c,w,e
f,y,y,f,f,c,b,v,g,p
f,s,b,n,f,c,?,c,w,e
f,s,e,n,f,c,?,c,w,e
x,s,n,n,f,c,?,c,w,e
f,s,w,f,f,c,b,v,u,p
f,y,y,f,f,c,b,v,d,p
f,s,p,n,f,c,?,c,w,e
x,s,e,n,f,c,?,c,w,e
f,y,y,f,f,c,b,v,d,p
b,y,b,n,f,c,b,v,m,p
f,s,b,f,f,c,b,s,u,p
f,s,g,f,f,c,b,s,g,p
x,s,b,f,f,c,b,s,g,p
x,f,y,f,f,c,b,y,p,p
f,s,w,f,f,c,b,s,g,p
x,s,g,f,f,c,b,s,u,p
f,y,r,n,f,c,?,y,d,e
f,y,y,f,f,c,b,v,g,p
x,y,n,f,f,c,?,v,d,p
x,s,b,f,f,c,b,s,g,p
x,f,c,n,f,w,b,v,l,e
x,s,g,f,f,c,b,v,u,p
x,y,u,n,f,c,?,y,d,e
x,f,y,f,f,c,b,v,p,p
f,f,g,f,f,c,b,v,g,p
f,y,w,n,f,c,b,v,m,p
x,y,n,y,f,c,?,v,d,p
x,y,n,s,f,c,?,v,l,p
x,y,g,f,f,c,b,v,p,p
x,y,p,n,f,c,?,c,w,e
f,s,g,f,f,c,b,s,g,p
x,s,b,f,f,c,b,v,g,p
x,y,n,y,f,c,?,v,p,p
x,s,g,f,f,c,b,s,u,p
x,y,n,y,f,c,?,v,p,p
f,s,w,f,f,c,b,s,g,p
x,s,g,f,f,c,b,v,u,p
x,s,g,f,f,c,b,s,g,p
f,y,y,f,f,c,b,v,p,p
f,y,y,f,f,c,b,v,p,p
f,y,g,f,f,c,b,y,g,p
x,y,y,f,f,c,b,y,g,p
x,s,g,f,f,c,b,s,u,p
f,s,b,f,f,c,b,s,u,p
f,s,w,f,f,c,b,s,u,p
f,f,g,f,f,c,b,y,g,p
f,s,b,f,f,c,b,s,g,p
x,y,n,s,f,c,?,v,d,p
x,s,w,f,f,c,b,s,g,p
k,s,e,n,f,c,?,c,w,e
f,y,b,n,f,c,b,v,m,p
x,y,n,y,f,c,?,v,p,p
k,y,n,n,f,c,?,c,w,e
f,s,w,f,f,c,b,v,u,p
f,s,w,f,f,c,b,v,u,p
x,y,n,y,f,c,?,v,d,p
x,s,w,f,f,c,b,s,g,p
x,y,n,y,f,c,?,v,l,p
b,s,p,n,f,c,b,v,g,p
x,y,e,y,f,c,?,v,d,p
f,y,g,f,f,c,b,v,p,p
x,y,y,f,f,c,b,v,d,p
x,y,g,f,f,c,b,v,g,p
f,y,w,n,f,c,b,v,m,p
f,s,g,f,f,c,b,s,g,p
k,y,p,n,f,c,?,c,w,e
x,s,w,f,f,c,b,v,g,p
k,s,p,n,f,c,?,c,w,e
f,s,w,f,f,c,b,s,u,p
x,y,n,y,f,c,?,v,p,p
x,f,y,f,f,c,b,v,d,p
f,y,g,f,f,c,b,v,p,p
x,y,g,f,f,c,b,y,p,p
x,y,e,n,f,c,?,c,w,e
f,y,y,f,f,c,b,v,p,p
x,y,n,s,f,c,?,v,d,p
x,s,b,f,f,c,b,v,g,p
f,y,y,f,f,c,b,y,d,p
k,y,e,n,f,c,?,c,w,e
f,y,p,n,f,c,b,v,m,p
f,y,w,n,f,c,b,v,m,p
f,y,y,f,f,c,b,y,p,p
f,y,y,f,f,c,b,v,g,p
f,y,r,n,f,c,?,v,d,e
x,s,w,f,f,c,b,s,g,p
x,s,w,f,f,c,b,s,g,p
x,s,b,f,f,c,b,s,u,p
